table,row,glyph,id,printer,font,fascicule,year,plate,description
17,01,10,Au-15_0110,Augezdecki,15,08,1972,411,"15. Pismo tytułowe i nagłówkowe, fraktura H. Schönspergera. Wysokość 1 w. = 11—12 mm bez przedłużek. — Tabl. 412."
